date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1846-01-31,,5.56844547563805,,,,,
1846-02-07,5.063291139240507,5.555555555555555,,,,,
1846-02-14,5.025125628140704,5.56844547563805,,,,,
1846-02-21,5.025125628140704,5.555555555555555,,,,,
1846-02-28,5.05050505050505,5.429864253393665,,,,,
1846-03-07,,5.429864253393665,,,,,
1846-03-14,4.926108374384237,5.399325084364454,,,,,
1846-03-21,4.9504950495049505,5.381165919282512,,,,,
1846-03-28,5.0,5.454545454545454,,,,,
1846-04-04,4.926108374384237,5.429864253393665,,,,,
1846-04-11,4.926108374384237,5.517241379310345,,,,,
1846-04-18,,5.607476635514018,,,,,
1846-04-25,,5.529953917050691,,,,,
1846-05-02,,5.5045871559633035,,,,,
1846-05-09,5.0,5.485714285714286,,,,,
1846-05-16,5.1020408163265305,5.620608899297424,,,,,
1846-05-23,,5.769230769230769,,,,,
1846-05-30,,5.741626794258373,,,,,
